OCC_DOW,OCC_HOUR,LONG_WGS84,LAT_WGS84
Tuesday,22,-79.6157429427919,43.7212537258994
Tuesday,23,-79.435261417419,43.6779828506631
Tuesday,15,-79.5941860435053,43.7142158882255
Tuesday,14,-79.2732132827563,43.8041527909127
Wednesday,22,-79.3728176134323,43.6475007161192
Wednesday,22,-79.4496672047632,43.7706353150783
Friday,17,-79.4780584059622,43.7086530745628
Wednesday,13,-79.3751739102243,43.6483385603406
Sunday,7,-79.5861127259898,43.7600951693571
Sunday,7,-79.5861127259898,43.7600951693571
Wednesday,19,-79.4287178436423,43.6618776094086
Wednesday,0,-79.2979766566286,43.7762292504569
Saturday,16,-79.3437191362443,43.7758285046409
Wednesday,0,-79.2979766566286,43.7762292504569
Wednesday,0,-79.2979766566286,43.7762292504569
Wednesday,8,-79.3649602165595,43.6551165459844
Sunday,19,-79.2543315569152,43.6991245462813
Wednesday,8,-79.3833828457411,43.6620483165467
Wednesday,4,-79.4115860669892,43.6495531088318
Friday,20,-79.3913648310233,43.7851775111968
Wednesday,12,-79.3975017619564,43.7025058780777
Wednesday,4,-79.4447549165781,43.7224092288494
Tuesday,17,-79.3009844858288,43.6894256303084
Friday,11,-79.5132003211001,43.7255096528998
Thursday,12,-79.5872536346968,43.7090541177206
Wednesday,19,-79.5160745352033,43.7507307824281
Thursday,0,-79.1691485742238,43.8071175145989
Wednesday,18,-79.5089333545418,43.7645363021913
Sunday,19,-79.3468246981985,43.7414981025898
Friday,9,-79.3083995948027,43.7828301642575
Tuesday,23,-79.515360743576,43.6998132372485
Tuesday,23,-79.515360743576,43.6998132372485
Wednesday,0,-79.581546343137,43.6685635688433
Monday,12,-79.4496672047632,43.7706353150783
Wednesday,21,-79.4936768416318,43.7652653680374
Wednesday,16,-79.3091860136644,43.7907973955331
Wednesday,22,-79.3047080763854,43.7816358001367
Wednesday,19,-79.3959495291895,43.7840747974388
Wednesday,22,-79.4182977775991,43.6831613349499
Monday,18,-79.4038624316412,43.637552831045
Monday,18,-79.4038624316412,43.637552831045
Wednesday,20,-79.5281083131201,43.590197586804
Wednesday,16,-79.3680322911515,43.6659939365292
Tuesday,20,-79.4149199085599,43.6663188216133
Wednesday,18,-79.4768073911206,43.7030208028859
Tuesday,21,-79.4000336475722,43.7145595985794
Tuesday,21,-79.4539930828871,43.6579590004984
Tuesday,16,-79.4494695635728,43.7275808110579
Wednesday,18,-79.3702618167537,43.6685507915497
Tuesday,12,-79.3363124153999,43.6619052213454
Tuesday,4,-79.3588965056572,43.6812688428604
Wednesday,16,-79.3680322911515,43.6659939365292
Wednesday,18,-79.3978679899017,43.6748975033566
Wednesday,15,-79.3983628513372,43.7067258009751
Wednesday,3,-79.2568351247962,43.7348009271357
Wednesday,18,-79.3007732622616,43.7080794106932
Wednesday,3,-79.2969269337484,43.7022507513333
Wednesday,23,-79.3723862579924,43.6581644029417
Wednesday,23,-79.3215669315904,43.684229382525
Wednesday,23,-79.4669761890911,43.6633921836787
Wednesday,17,-79.2613306101808,43.7165197102951
Wednesday,17,-79.3801074239196,43.6636911213417
Wednesday,17,-79.4435480137006,43.7187731805056
Wednesday,17,-79.4476902900623,43.7008452275468
Wednesday,16,-79.3680322911515,43.6659939365292
Wednesday,16,-79.5158217523631,43.6120784476431
Wednesday,16,-79.3138145516497,43.7993560645265
Wednesday,15,-79.3649602165595,43.6551165459844
Wednesday,15,-79.5712085295732,43.7302240193113
Wednesday,15,-79.3277122625082,43.8129047334444
Wednesday,15,-79.3374938574043,43.7704084325668
Wednesday,14,-79.3314089151809,43.7931003180309
Wednesday,14,-79.2035368080999,43.7793731851976
Wednesday,14,-79.2686039861722,43.7338080333059
Wednesday,14,-79.3397176916506,43.6703797269957
Wednesday,13,-79.2735207812702,43.8251272622903
Wednesday,13,-79.3751739102243,43.6483385603406
Wednesday,13,-79.4158492340749,43.7613203131205
Wednesday,12,-79.3569551327217,43.6628209427675
Friday,11,-79.4038795439524,43.68613877399
Wednesday,12,-79.4098563983831,43.6754980588196
Wednesday,10,-79.5520848345227,43.7267327729576
Wednesday,8,-79.3833828457411,43.6620483165467
Wednesday,8,-79.6198377345105,43.7541845853651
Wednesday,18,-79.2733281589573,43.6965199889174
Thursday,18,-79.499043188802,43.7675310193344
Wednesday,10,-79.566746132745,43.7369098406502
Thursday,16,-79.6038305262731,43.7311561900234
Wednesday,0,-79.4701458652195,43.7838337053346
Thursday,21,-79.334953724084,43.7187242780683
Thursday,21,-79.4131826967522,43.6865518387369
Thursday,21,-79.3732462280605,43.6586661595756
Wednesday,20,-79.3363124153999,43.6619052213454
Thursday,15,-79.5096034627165,43.7248876080569
Thursday,2,-79.5267194706332,43.7130781702768
Thursday,17,-79.3710284454984,43.6582885117532
Thursday,16,-79.3757864780024,43.6696498425683
Wednesday,12,-79.5269023165285,43.7553063584339
Wednesday,0,-79.5116699406399,43.7660358045308
Thursday,12,-79.3763913201374,43.767886026388
Thursday,12,-79.3763913201374,43.767886026388
Thursday,21,-79.4287392277865,43.7246708101794
Thursday,23,-79.4356078293553,43.6820772446517
Thursday,20,-79.4457724727905,43.7211827027361
Thursday,18,-79.5187589269812,43.7691571849407
Thursday,15,-79.5096034627165,43.7248876080569
Thursday,13,-79.6125908330925,43.7203973566628
Wednesday,16,-79.5051111757349,43.7075449548072
Thursday,9,-79.3837023902441,43.6612460366714
Thursday,3,-79.5225256801392,43.7716035823842
Thursday,18,-79.2524700146388,43.7277885892742
Thursday,1,-79.5336232278927,43.7077789897208
Monday,22,-79.2873449823128,43.7698080013645
Monday,9,-79.196216830598,43.7866207023673
Thursday,23,-79.4356078293553,43.6820772446517
Thursday,15,-79.4637016380445,43.6538929198272
Wednesday,22,-79.4306250289937,43.6474697699373
Thursday,16,-79.2751946955399,43.8310508696606
Thursday,22,-79.5102440543195,43.6476044373523
Monday,0,-79.4224040830835,43.7028879067607
Monday,12,-79.2445999632868,43.7201920947614
Thursday,15,-79.3049358657128,43.7159806222959
Thursday,14,-79.5231785063009,43.5986530363818
Thursday,14,-79.2189101788808,43.7431758890719
Monday,0,-79.4224040830835,43.7028879067607
Sunday,12,-79.2868864544302,43.6967616718492
Thursday,22,-79.5102440543195,43.6476044373523
Thursday,14,-79.4113249326281,43.7408164548142
Wednesday,0,-79.5156811631941,43.7491415377157
Thursday,13,-79.6125908330925,43.7203973566628
Thursday,18,-79.2703892515397,43.8071808179405
Wednesday,22,-79.3429960062045,43.6617525837033
Monday,21,-79.3457256007616,43.7321052533205
Monday,9,-79.196216830598,43.7866207023673
Wednesday,20,-79.232696568038,43.7311737602179
Thursday,12,-79.3619157070939,43.7637376546993
Thursday,22,-79.2882030094681,43.7066151606252
Wednesday,15,-79.399284572156,43.7109061107871
Thursday,12,-79.2619026448874,43.7719389295966
Thursday,2,-79.2297660933046,43.7492031804863
Thursday,6,-79.4131067870284,43.7701328726573
Thursday,12,-79.3817449993087,43.6595955030973
Thursday,0,-79.4094925592811,43.7177664050023
Thursday,10,-79.2074168127673,43.8017897474906
Monday,10,-79.2198047672747,43.7954031876611
Thursday,10,-79.3206572222056,43.6914412854322
Thursday,9,-79.3831067315502,43.661365624098
Thursday,9,-79.3978220284131,43.7041421149801
Thursday,9,-79.3286116371361,43.7582728625248
Thursday,21,-79.4287392277865,43.7246708101794
Tuesday,7,-79.4643523020079,43.7019179934639
Thursday,9,-79.3837023902441,43.6612460366714
Thursday,8,-79.3047497212574,43.8184414175734
Thursday,8,-79.2753275977612,43.7237132678951
Thursday,6,-79.4535791019321,43.6722162246511
Thursday,6,-79.4452701597946,43.6582622626591
Thursday,5,-79.3679361454987,43.6548484151864
Thursday,5,-79.3212321388675,43.672464918499
Thursday,5,-79.4494228336458,43.676550414593
Tuesday,18,-79.4721386266873,43.6924218309366
Thursday,4,-79.50013265604,43.6763015652103
Thursday,3,-79.4490551089668,43.7060955007443
Thursday,3,-79.332587781681,43.6809882803142
Thursday,3,-79.5858327285715,43.6995448494809
Thursday,3,-79.4549677367732,43.7642483844338
Thursday,0,-79.3701189610184,43.6561565368618
Wednesday,23,-79.4460502991488,43.785911631157
Thursday,14,-79.5586453458652,43.6942434437091
Monday,22,-79.2873449823128,43.7698080013645
Thursday,21,-79.3265566598046,43.6755894326127
Thursday,23,-79.3140833022803,43.68539872112
Friday,1,-79.3373542410199,43.8063934303035
Thursday,21,-79.5576650010119,43.6969309214259
Thursday,20,-79.4360922351286,43.7650598540345
Wednesday,9,-79.447427068155,43.6770012443384
Friday,19,-79.2535462873403,43.7743904160838
Friday,0,-79.3911334522494,43.6498915602296
Thursday,22,-79.4920140384221,43.6184809089738
Thursday,20,-79.4286344895263,43.7030558918224
Friday,5,-79.4060382474949,43.6721819798544
Friday,19,-79.2535462873403,43.7743904160838
Saturday,15,-79.4255557625814,43.6514500460679
Friday,3,-79.3866176903345,43.6486320546539
Wednesday,11,-79.2378748573496,43.7865909016464
Thursday,10,-79.4014108930001,43.7315948646765
Thursday,19,-79.3745632872114,43.6570608976536
Saturday,0,-79.3132120612543,43.7770131773604
Friday,21,-79.4345133172029,43.6410197686704
Friday,21,-79.4345133172029,43.6410197686704
Friday,21,-79.2298990108298,43.7736435003137
Friday,20,-79.4465273448982,43.7890713037198
Friday,19,-79.4628738954532,43.7315187327391
Friday,19,-79.4528596405492,43.7333768524913
Wednesday,1,-79.4893665288851,43.6769007210936
Friday,4,-79.2994719960545,43.7028592096742
Friday,0,-79.5037630040119,43.7652441793994
Friday,12,-79.5833113483634,43.7500337544561
Friday,8,-79.5812258799237,43.6509584735105
Friday,10,-79.5349371467566,43.6707772032154
Friday,5,-79.3848863867037,43.6777388085882
Friday,3,-79.4027018779516,43.643920111645
Friday,4,-79.4024796272938,43.659293537675
Thursday,19,-79.4951656667655,43.7447500499079
Friday,3,-79.4929172771276,43.6030662675701
Friday,0,-79.5037630040119,43.7652441793994
Thursday,23,-79.501591691438,43.6395533345628
Thursday,23,-79.3373128404698,43.7165474809835
Friday,0,-79.5037630040119,43.7652441793994
Thursday,23,-79.3373128404698,43.7165474809835
Thursday,21,-79.2667928421406,43.7388271941193
Friday,3,-79.3053010216617,43.7762273404295
Thursday,21,-79.5030264919685,43.6012530193719
Thursday,13,-79.388363769834,43.7100620935796
Thursday,3,-79.4827774687326,43.7743552447149
Friday,22,-79.4078113835328,43.6993534953273
Friday,22,-79.3900383679392,43.6782030573359
Friday,2,-79.5224901583737,43.5969491036537
Thursday,22,-79.4325215663548,43.7516365430333
Thursday,22,-79.2371355816255,43.7210211733167
Friday,22,-79.2347686387393,43.7638083778102
Friday,21,-79.2720574419024,43.7421771489469
Thursday,13,-79.388363769834,43.7100620935796
Thursday,13,-79.3939310372746,43.6465064514234
Friday,4,-79.5195062182672,43.7025115973192
Friday,21,-79.4345133172029,43.6410197686704
Friday,20,-79.3714405943276,43.6558896463146
